,时间,温度
70200,2015-08-21 00:00:00,24.834603146911135
70209,2015-08-21 01:00:00,24.876396657861388
70218,2015-08-21 02:00:00,26.660316794988557
70227,2015-08-21 03:00:00,26.36913159942948
70236,2015-08-21 04:00:00,26.30263445356629
70245,2015-08-21 05:00:00,26.940382616074633
70254,2015-08-21 06:00:00,26.636544339218677
70263,2015-08-21 07:00:00,26.675051335546378
70272,2015-08-21 08:00:00,25.748308987227343
70281,2015-08-21 09:00:00,25.758771058775842
70290,2015-08-21 10:00:00,25.004515952897634
70299,2015-08-21 11:00:00,25.095716733673758
70308,2015-08-21 12:00:00,25.097250440497632
70317,2015-08-21 13:00:00,25.10815071399578
70326,2015-08-21 14:00:00,24.68534060780307
70335,2015-08-21 15:00:00,24.49685899419909
70344,2015-08-21 16:00:00,24.815596137343977
70353,2015-08-21 17:00:00,24.570038719794823
70362,2015-08-21 18:00:00,24.690106054005774
70371,2015-08-21 19:00:00,24.78930402036349
70380,2015-08-21 20:00:00,24.638945976381233
70389,2015-08-21 21:00:00,24.63960327930573
70398,2015-08-21 22:00:00,24.881107328820388
70407,2015-08-21 23:00:00,24.662280230201425
70416,2015-08-22 00:00:00,24.569874394063703
70425,2015-08-22 01:00:00,24.759013310592188
70434,2015-08-22 02:00:00,26.566432027270665
70443,2015-08-22 03:00:00,26.535867441280853
70452,2015-08-22 04:00:00,26.86703856474776
70461,2015-08-22 05:00:00,25.908636125564698
70470,2015-08-22 06:00:00,26.20754463048681
70479,2015-08-22 07:00:00,25.991839720759256
70488,2015-08-22 08:00:00,25.141234961196268
70497,2015-08-22 09:00:00,25.283212392890988
70506,2015-08-22 10:00:00,24.442357626708255
70515,2015-08-22 11:00:00,24.279456051916554
70524,2015-08-22 12:00:00,24.132877499750233
70533,2015-08-22 13:00:00,24.234759453049712
70542,2015-08-22 14:00:00,24.091905617455634
70551,2015-08-22 15:00:00,23.72337777777891
70560,2015-08-22 16:00:00,23.854235835000623
70569,2015-08-22 17:00:00,23.49573186492271
70578,2015-08-22 18:00:00,23.46325014540303
70587,2015-08-22 19:00:00,23.61081465195611
70596,2015-08-22 20:00:00,23.458813350662567
70605,2015-08-22 21:00:00,23.37418559913161
70614,2015-08-22 22:00:00,24.038773631057524
70623,2015-08-22 23:00:00,23.72507581033387
70632,2015-08-23 00:00:00,23.426441181630356
70641,2015-08-23 01:00:00,23.220267164308225
70650,2015-08-23 02:00:00,25.007364265570533
70659,2015-08-23 03:00:00,24.798341935575536
70668,2015-08-23 04:00:00,25.346696900350178
70677,2015-08-23 05:00:00,25.569851243222175
70686,2015-08-23 06:00:00,25.51496644902538
70695,2015-08-23 07:00:00,25.955030756986556
70704,2015-08-23 08:00:00,24.6130372861067
70713,2015-08-23 09:00:00,24.596440387262756
70722,2015-08-23 10:00:00,23.771032239806075
70731,2015-08-23 11:00:00,23.84799145721774
70740,2015-08-23 12:00:00,23.623851159958946
70749,2015-08-23 13:00:00,23.892742831328324
70758,2015-08-23 14:00:00,23.656387654722323
70767,2015-08-23 15:00:00,23.525036620307233
70776,2015-08-23 16:00:00,23.63009553774182
70785,2015-08-23 17:00:00,23.346852752520622
70794,2015-08-23 18:00:00,23.262279776233314
70803,2015-08-23 19:00:00,23.3868934556722
70812,2015-08-23 20:00:00,23.308564857167756
70821,2015-08-23 21:00:00,23.144732103233
70830,2015-08-23 22:00:00,23.691334260208922
70839,2015-08-23 23:00:00,23.549302053270488
70848,2015-08-24 00:00:00,23.19600173134498
70857,2015-08-24 01:00:00,22.88038677709151
70866,2015-08-24 02:00:00,23.603255668324245
70875,2015-08-24 03:00:00,24.025408471592446
70884,2015-08-24 04:00:00,24.912548318709593
70893,2015-08-24 05:00:00,25.345710945963404
70902,2015-08-24 06:00:00,25.529372338120936
70911,2015-08-24 07:00:00,26.092407068209667
70920,2015-08-24 08:00:00,26.120506768232612
70929,2015-08-24 09:00:00,25.4094693296411
70938,2015-08-24 10:00:00,22.932423258615408
70947,2015-08-24 11:00:00,23.138487725450112
70956,2015-08-24 12:00:00,22.96002998144497
70965,2015-08-24 13:00:00,23.2486955157934
70974,2015-08-24 14:00:00,23.20383459119541
70983,2015-08-24 15:00:00,22.64041643440071
70992,2015-08-24 16:00:00,22.654548447277747
71001,2015-08-24 17:00:00,22.101263710569242
71010,2015-08-24 18:00:00,21.861293367878456
71019,2015-08-24 19:00:00,21.808654358673735
71028,2015-08-24 20:00:00,21.302914533505
71037,2015-08-24 21:00:00,21.580898895330122
71046,2015-08-24 22:00:00,22.930122698379645
71055,2015-08-24 23:00:00,23.225142160998377
71064,2015-08-25 00:00:00,24.001581240578858
71073,2015-08-25 01:00:00,24.299558566357877
71082,2015-08-25 02:00:00,27.443000252351922
71091,2015-08-25 03:00:00,27.245645049267015
71100,2015-08-25 04:00:00,27.674316106536633
71109,2015-08-25 05:00:00,29.158287009111216
71118,2015-08-25 06:00:00,29.355751762683546
71127,2015-08-25 07:00:00,29.462015735479756
71136,2015-08-25 08:00:00,29.18863249412622
71145,2015-08-25 09:00:00,29.052570788752128
71154,2015-08-25 10:00:00,26.83170853255521
71163,2015-08-25 11:00:00,26.048805974217032
71172,2015-08-25 12:00:00,26.16755870257895
71181,2015-08-25 13:00:00,26.10330734170786
71190,2015-08-25 14:00:00,24.777089141016287
71199,2015-08-25 15:00:00,24.250260847019444
71208,2015-08-25 16:00:00,23.772785047604746
71217,2015-08-25 17:00:00,23.17661129507187
71226,2015-08-25 18:00:00,22.765742192007778
71235,2015-08-25 19:00:00,22.57298810939447
71244,2015-08-25 20:00:00,21.852145902179
71253,2015-08-25 21:00:00,21.683219050579233
71262,2015-08-25 22:00:00,23.346743202033178
71271,2015-08-25 23:00:00,23.71412076159202
71280,2015-08-26 00:00:00,24.269541732805145
71289,2015-08-26 01:00:00,24.818444450016866
71298,2015-08-26 02:00:00,27.493667352783124
71307,2015-08-26 03:00:00,27.447820473798345
71316,2015-08-26 04:00:00,27.748536561762844
71325,2015-08-26 05:00:00,28.62121574454072
71334,2015-08-26 06:00:00,28.98459471130878
71343,2015-08-26 07:00:00,29.68588215652
71352,2015-08-26 08:00:00,29.554750223079743
71361,2015-08-26 09:00:00,29.291500401812446
71370,2015-08-26 10:00:00,27.353333178399655
71379,2015-08-26 11:00:00,26.95697951491858
71388,2015-08-26 12:00:00,26.34141532611251
71397,2015-08-26 13:00:00,26.440503741982802
71406,2015-08-26 14:00:00,25.234407650745922
71415,2015-08-26 15:00:00,24.486068271188344
71424,2015-08-26 16:00:00,24.715028789893566
71433,2015-08-26 17:00:00,23.882664186485776
71442,2015-08-26 18:00:00,23.41855354653619
71451,2015-08-26 19:00:00,23.43224735746354
71460,2015-08-26 20:00:00,22.625572343355458
71469,2015-08-26 21:00:00,22.380343577268558
71478,2015-08-26 22:00:00,23.42353809371376
71487,2015-08-26 23:00:00,24.18579038517349
71496,2015-08-27 00:00:00,25.28792306384998
71505,2015-08-27 01:00:00,26.181690715455968
71514,2015-08-27 02:00:00,29.694700970757197
71523,2015-08-27 03:00:00,29.980901619138745
71532,2015-08-27 04:00:00,30.110828497217383
71541,2015-08-27 05:00:00,31.66743137295061
71550,2015-08-27 06:00:00,31.82255486313559
71559,2015-08-27 07:00:00,31.866758484809047
71568,2015-08-27 08:00:00,30.484559985046513
71577,2015-08-27 09:00:00,30.211012417961854
71586,2015-08-27 10:00:00,27.660622295609315
71595,2015-08-27 11:00:00,27.226528489212455
71604,2015-08-27 12:00:00,27.227240567380655
71613,2015-08-27 13:00:00,26.64487017626251
71622,2015-08-27 14:00:00,25.8438370122565
71631,2015-08-27 15:00:00,24.933746338025113
71640,2015-08-27 16:00:00,25.009336174344053
71649,2015-08-27 17:00:00,24.334943373794133
71658,2015-08-27 18:00:00,23.82197321645579
71667,2015-08-27 19:00:00,23.72239182339213
71676,2015-08-27 20:00:00,22.789843299239887
71685,2015-08-27 21:00:00,22.777244993186756
71694,2015-08-27 22:00:00,23.81802939890871
71703,2015-08-27 23:00:00,24.682382744642766
71712,2015-08-28 00:00:00,25.816832817107777
71721,2015-08-28 01:00:00,26.550437656107533
71730,2015-08-28 02:00:00,29.216786969392835
71739,2015-08-28 03:00:00,29.622671525279365
71748,2015-08-28 04:00:00,29.93324715711156
71757,2015-08-28 05:00:00,30.70601629536353
71766,2015-08-28 06:00:00,30.758874405543093
71775,2015-08-28 07:00:00,30.406614813248066
71784,2015-08-28 08:00:00,29.79220090455989
71793,2015-08-28 09:00:00,28.961643884194544
71802,2015-08-28 10:00:00,27.134944281730345
71811,2015-08-28 11:00:00,26.954350303220522
71820,2015-08-28 12:00:00,26.54912305025851
71829,2015-08-28 13:00:00,26.376197605868
71838,2015-08-28 14:00:00,25.594171451429133
71847,2015-08-28 15:00:00,24.887570807578115
71856,2015-08-28 16:00:00,24.72992765618251
71865,2015-08-28 17:00:00,24.07141967630831
71874,2015-08-28 18:00:00,23.70031740017727
71883,2015-08-28 19:00:00,23.612841335973364
71892,2015-08-28 20:00:00,23.175132363491723
71901,2015-08-28 21:00:00,23.074619791284977
71910,2015-08-28 22:00:00,24.082977252731
71919,2015-08-28 23:00:00,24.27167796730982
71928,2015-08-29 00:00:00,25.025275770263512
71937,2015-08-29 01:00:00,25.566126526649946
71946,2015-08-29 02:00:00,28.551596409786118
71955,2015-08-29 03:00:00,29.1908782791183
71964,2015-08-29 04:00:00,29.53705781936158
71973,2015-08-29 05:00:00,30.47201645423704
71982,2015-08-29 06:00:00,29.80145792074679
71991,2015-08-29 07:00:00,29.853330076539578
72000,2015-08-29 08:00:00,28.883205735202694
72009,2015-08-29 09:00:00,28.86578720770312
72018,2015-08-29 10:00:00,27.470552199937732
72027,2015-08-29 11:00:00,26.871146708025957
72036,2015-08-29 12:00:00,26.625534515233078
72045,2015-08-29 13:00:00,26.162519380157697
72054,2015-08-29 14:00:00,25.599046448119278
72063,2015-08-29 15:00:00,25.16708887622709
72072,2015-08-29 16:00:00,25.282664640453888
72081,2015-08-29 17:00:00,24.687969819501134
72090,2015-08-29 18:00:00,24.370437731717832
72099,2015-08-29 19:00:00,24.322180742009866
72108,2015-08-29 20:00:00,23.29032470101251
72117,2015-08-29 21:00:00,23.062843113887478
72126,2015-08-29 22:00:00,24.300818396963198
72135,2015-08-29 23:00:00,24.67876757855794
72144,2015-08-30 00:00:00,25.290168848842075
72153,2015-08-30 01:00:00,25.92605465306429
72162,2015-08-30 02:00:00,28.930038568574233
72171,2015-08-30 03:00:00,29.24674902770188
72180,2015-08-30 04:00:00,29.350109912581477
72189,2015-08-30 05:00:00,30.650255097267365
72198,2015-08-30 06:00:00,30.397357797061165
72207,2015-08-30 07:00:00,30.230238528503833
72216,2015-08-30 08:00:00,29.507369637271136
72225,2015-08-30 09:00:00,29.263291151302084
72234,2015-08-30 10:00:00,27.03766344890249
72243,2015-08-30 11:00:00,26.48815820400999
72252,2015-08-30 12:00:00,26.119301712871
72261,2015-08-30 13:00:00,25.36280082200072
72270,2015-08-30 14:00:00,24.48442501387707
72279,2015-08-30 15:00:00,24.419680675812565
72288,2015-08-30 16:00:00,24.19121313430073
72297,2015-08-30 17:00:00,23.437012803666267
72306,2015-08-30 18:00:00,23.19523487793303
72315,2015-08-30 19:00:00,22.85732639948989
72324,2015-08-30 20:00:00,22.296154027687255
72333,2015-08-30 21:00:00,22.31461328481731
72342,2015-08-30 22:00:00,23.209805092759737
72351,2015-08-30 23:00:00,23.567542209425714
72360,2015-08-31 00:00:00,24.20616677583339
72369,2015-08-31 01:00:00,25.192230713089714
72378,2015-08-31 02:00:00,28.88309618471529
72387,2015-08-31 03:00:00,29.199149340918414
72396,2015-08-31 04:00:00,29.74120515266646
72405,2015-08-31 05:00:00,30.8553336097153
72414,2015-08-31 06:00:00,30.91142345927371
72423,2015-08-31 07:00:00,31.0130315363546
72432,2015-08-31 08:00:00,30.117127650243972
72441,2015-08-31 09:00:00,30.056272354482832
72450,2015-08-31 10:00:00,27.057163435663004
72459,2015-08-31 11:00:00,26.48394051024435
72468,2015-08-31 12:00:00,26.27349402391291
72477,2015-08-31 13:00:00,25.652561861223333
72486,2015-08-31 14:00:00,24.8473110034517
72495,2015-08-31 15:00:00,24.681944542693092
72504,2015-08-31 16:00:00,24.473469965135166
72513,2015-08-31 17:00:00,23.871544812012775
72522,2015-08-31 18:00:00,23.860425437539764
72531,2015-08-31 19:00:00,23.760405842526435
72540,2015-08-31 20:00:00,22.559403848954545
72549,2015-08-31 21:00:00,22.334551473527508
72558,2015-08-31 22:00:00,23.697469087504366
72567,2015-08-31 23:00:00,23.696209256899042
72576,2015-09-01 00:00:00,24.67980830818843
72585,2015-09-01 01:00:00,25.47766450805931
72594,2015-09-01 02:00:00,29.691469231378342
72603,2015-09-01 03:00:00,30.298598032653146
72612,2015-09-01 04:00:00,30.960885504343267
72621,2015-09-01 05:00:00,32.2331500899811
72630,2015-09-01 06:00:00,32.553256614218746
72639,2015-09-01 07:00:00,32.54964144813391
72648,2015-09-01 08:00:00,31.586199686529604
72657,2015-09-01 09:00:00,31.653628011535844
72666,2015-09-01 10:00:00,28.714662310308945
72675,2015-09-01 11:00:00,28.516759354786934
72684,2015-09-01 12:00:00,28.200651423340098
72693,2015-09-01 13:00:00,28.220753937781453
72702,2015-09-01 14:00:00,26.94142334570511
72711,2015-09-01 15:00:00,26.389453214845656
72720,2015-09-01 16:00:00,26.30257967832259
72729,2015-09-01 17:00:00,25.73067135875292
72738,2015-09-01 18:00:00,25.364882281261668
72747,2015-09-01 19:00:00,25.07813388044307
72756,2015-09-01 20:00:00,24.498283150535535
72765,2015-09-01 21:00:00,24.127783402085278
72774,2015-09-01 22:00:00,25.431762853830822
72783,2015-09-01 23:00:00,26.018789140664257
72792,2015-09-02 00:00:00,26.544138503080955
72801,2015-09-02 01:00:00,27.093479422242368
72810,2015-09-02 02:00:00,29.692564736252532
72819,2015-09-02 03:00:00,30.238673916035097
72828,2015-09-02 04:00:00,30.094395924104546
72837,2015-09-02 05:00:00,30.129287754347438
72846,2015-09-02 06:00:00,30.22574695851968
72855,2015-09-02 07:00:00,30.038470400277284
72864,2015-09-02 08:00:00,30.283534840633067
72873,2015-09-02 09:00:00,29.940751365499743
72882,2015-09-02 10:00:00,27.505224929205767
72891,2015-09-02 11:00:00,27.337393582480225
72900,2015-09-02 12:00:00,27.430456721542445
72909,2015-09-02 13:00:00,27.17635436597466
72918,2015-09-02 14:00:00,26.145758155582644
72927,2015-09-02 15:00:00,25.161830452830976
72936,2015-09-02 16:00:00,25.138277098035946
72945,2015-09-02 17:00:00,24.58488281084009
72954,2015-09-02 18:00:00,24.3737790215841
72963,2015-09-02 19:00:00,24.35230712605001
72972,2015-09-02 20:00:00,23.43805353329671
72981,2015-09-02 21:00:00,23.25932191307301
72990,2015-09-02 22:00:00,24.159772144411555
72999,2015-09-02 23:00:00,24.973732265932952
73008,2015-09-03 00:00:00,25.574945340887155
73017,2015-09-03 01:00:00,26.054064397613114
73026,2015-09-03 02:00:00,28.99439947993273
73035,2015-09-03 03:00:00,29.306837470051068
73044,2015-09-03 04:00:00,29.73304364135378
73053,2015-09-03 05:00:00,30.850787264487412
73062,2015-09-03 06:00:00,31.27074905800724
73071,2015-09-03 07:00:00,31.053729542430702
73080,2015-09-03 08:00:00,29.987200772165302
73089,2015-09-03 09:00:00,29.696782430018143
73098,2015-09-03 10:00:00,27.95602518493399
73107,2015-09-03 11:00:00,27.586182739408237
73116,2015-09-03 12:00:00,27.24411134244316
73125,2015-09-03 13:00:00,26.771510539718612
73134,2015-09-03 14:00:00,26.071921127062367
73143,2015-09-03 15:00:00,25.68509835598669
73152,2015-09-03 16:00:00,25.583216402687256
73161,2015-09-03 17:00:00,25.03283475389541
73170,2015-09-03 18:00:00,24.998600226577043
73179,2015-09-03 19:00:00,24.877820814197857
73188,2015-09-03 20:00:00,24.39525091711818
73197,2015-09-03 21:00:00,24.367972845750888
73206,2015-09-03 22:00:00,25.426778306653286
73215,2015-09-03 23:00:00,26.000494209265334
73224,2015-09-04 00:00:00,26.419798699860657
73233,2015-09-04 01:00:00,27.164358587602322
73242,2015-09-04 02:00:00,29.834980369896932
73251,2015-09-04 03:00:00,30.127425396061327
73260,2015-09-04 04:00:00,30.266006762646068
73269,2015-09-04 05:00:00,31.17105811445618
73278,2015-09-04 06:00:00,30.947410794390763
73287,2015-09-04 07:00:00,31.051757633657164
73296,2015-09-04 08:00:00,30.2972834268041
73305,2015-09-04 09:00:00,29.763936878805865
73314,2015-09-04 10:00:00,28.17101801649331
73323,2015-09-04 11:00:00,27.540719287129452
73332,2015-09-04 12:00:00,26.69066228000357
73341,2015-09-04 13:00:00,26.657304156584534
73350,2015-09-04 14:00:00,26.242053034023723
73359,2015-09-04 15:00:00,26.056584058823745
73368,2015-09-04 16:00:00,26.094214651252088
73377,2015-09-04 17:00:00,25.777449416880742
73386,2015-09-04 18:00:00,25.730287932046977
73395,2015-09-04 19:00:00,25.794867944380314
73404,2015-09-04 20:00:00,25.805768217878487
73413,2015-09-04 21:00:00,25.73949017299013
73422,2015-09-04 22:00:00,26.359819807998903
73431,2015-09-04 23:00:00,26.719638383925822
73440,2015-09-05 00:00:00,27.287767211679554
73449,2015-09-05 01:00:00,27.39342865679492
73458,2015-09-05 02:00:00,29.051310958146814
73467,2015-09-05 03:00:00,28.927847558825857
73476,2015-09-05 04:00:00,28.758646831007574
73485,2015-09-05 05:00:00,29.008586268053477
73494,2015-09-05 06:00:00,28.498354872900613
73503,2015-09-05 07:00:00,28.885341969707365
73512,2015-09-05 08:00:00,28.497040267051577
73521,2015-09-05 09:00:00,27.437906154686946
73530,2015-09-05 10:00:00,25.799578615339335
73539,2015-09-05 11:00:00,25.67600566553098
73548,2015-09-05 12:00:00,25.56804366017977
73557,2015-09-05 13:00:00,25.70027109849422
73566,2015-09-05 14:00:00,25.47235130941949
73575,2015-09-05 15:00:00,24.6656762953114
73584,2015-09-05 16:00:00,24.234759453049687
73593,2015-09-05 17:00:00,23.46949452318591
73602,2015-09-05 18:00:00,23.38382604202444
73611,2015-09-05 19:00:00,23.045315035900455
73620,2015-09-05 20:00:00,22.819367155599256
73629,2015-09-05 21:00:00,22.617301281555324
73638,2015-09-05 22:00:00,23.291474981130424
73647,2015-09-05 23:00:00,23.694237348125522
73656,2015-09-06 00:00:00,24.546814016462044
73665,2015-09-06 01:00:00,25.286772783732108
73674,2015-09-06 02:00:00,27.49613223875002
73683,2015-09-06 03:00:00,28.00921194657581
73692,2015-09-06 04:00:00,28.23362612005314
73701,2015-09-06 05:00:00,28.932613005028568
73710,2015-09-06 06:00:00,29.110413446109224
73719,2015-09-06 07:00:00,29.018445811921172
73728,2015-09-06 08:00:00,28.445661088452166
73737,2015-09-06 09:00:00,28.116626199489904
73746,2015-09-06 10:00:00,26.30049821906163
73755,2015-09-06 11:00:00,25.664886291057954
73764,2015-09-06 12:00:00,25.8402766214154
73773,2015-09-06 13:00:00,25.48807180436407
73782,2015-09-06 14:00:00,24.35033521727648
73791,2015-09-06 15:00:00,23.812113672588097
73800,2015-09-06 16:00:00,23.553245870817555
73809,2015-09-06 17:00:00,23.107484937510577
73818,2015-09-06 18:00:00,22.931765955690913
73827,2015-09-06 19:00:00,22.789350322046513
73836,2015-09-06 20:00:00,22.440541570105154
73845,2015-09-06 21:00:00,22.364513531836543
73854,2015-09-06 22:00:00,23.665973322371475
73863,2015-09-06 23:00:00,23.448515604845237
73872,2015-09-07 00:00:00,23.353754433227998
73881,2015-09-07 01:00:00,23.545741662429364
73890,2015-09-07 02:00:00,26.24917381570592
73899,2015-09-07 03:00:00,26.715694566378733
73908,2015-09-07 04:00:00,27.017889585923413
73917,2015-09-07 05:00:00,28.6005654776623
73926,2015-09-07 06:00:00,28.763850479159967
73935,2015-09-07 07:00:00,28.400142860929655
73944,2015-09-07 08:00:00,27.231458261146276
73953,2015-09-07 09:00:00,27.28798631265437
73962,2015-09-07 10:00:00,25.36028116079009
73971,2015-09-07 11:00:00,24.977018780555518
73980,2015-09-07 12:00:00,24.435291620269748
73989,2015-09-07 13:00:00,24.55185333888331
73998,2015-09-07 14:00:00,24.274854931444967
74007,2015-09-07 15:00:00,23.89619367168201
74016,2015-09-07 16:00:00,22.901913447869322
74025,2015-09-07 17:00:00,22.06314014094753
74034,2015-09-07 18:00:00,21.7950700982338
74043,2015-09-07 19:00:00,21.71838475704069
74052,2015-09-07 20:00:00,21.25641035159574
74061,2015-09-07 21:00:00,21.12292308267599
74070,2015-09-07 22:00:00,22.35246297822048
74079,2015-09-07 23:00:00,23.324285352112334
74088,2015-09-08 00:00:00,23.783247119153245
74097,2015-09-08 01:00:00,24.314238331672
74106,2015-09-08 02:00:00,27.141079109025792
74115,2015-09-08 03:00:00,27.331532631403324
74124,2015-09-08 04:00:00,27.85310250200408
74133,2015-09-08 05:00:00,29.033892430647214
74142,2015-09-08 06:00:00,29.15861566057349
74151,2015-09-08 07:00:00,28.78915664175369
74160,2015-09-08 08:00:00,28.057304610552645
74169,2015-09-08 09:00:00,27.69901974144957
74178,2015-09-08 10:00:00,25.47333726380623
74187,2015-09-08 11:00:00,25.257796679809832
74196,2015-09-08 12:00:00,24.73277596885541
74205,2015-09-08 13:00:00,24.603999370894645
74214,2015-09-08 14:00:00,23.814304682336473
74223,2015-09-08 15:00:00,23.246614056532465
74232,2015-09-08 16:00:00,22.724605983982023
74241,2015-09-08 17:00:00,22.071575528478764
74250,2015-09-08 18:00:00,21.89317255971732
74259,2015-09-08 19:00:00,21.50536383425488
74268,2015-09-08 20:00:00,20.95136701937821
74277,2015-09-08 21:00:00,20.967306615297655
74286,2015-09-08 22:00:00,22.48797693115751
74295,2015-09-08 23:00:00,23.331241808063435
74304,2015-09-09 00:00:00,23.86940857750811
74313,2015-09-09 01:00:00,24.36370037674159
74322,2015-09-09 02:00:00,26.81746696919078
74331,2015-09-09 03:00:00,27.320961009367412
74340,2015-09-09 04:00:00,27.666264145711366
74349,2015-09-09 05:00:00,28.590322507088633
74358,2015-09-09 06:00:00,28.483620332342753
74367,2015-09-09 07:00:00,28.351338118784625
74376,2015-09-09 08:00:00,27.605408849950255
74385,2015-09-09 09:00:00,27.294285465680957
74394,2015-09-09 10:00:00,24.88724215611587
74403,2015-09-09 11:00:00,23.889237215730912
74412,2015-09-09 12:00:00,23.476396203893287
74421,2015-09-09 13:00:00,23.052709693801233
74430,2015-09-09 14:00:00,22.29588015146868
74439,2015-09-09 15:00:00,21.806463348925355
74448,2015-09-09 16:00:00,21.495066088437525
74457,2015-09-09 17:00:00,20.69200624041429
74466,2015-09-09 18:00:00,20.741030083534167
74475,2015-09-09 19:00:00,20.66713827977023
74484,2015-09-09 20:00:00,19.233615376651976
74493,2015-09-09 21:00:00,19.169966543461687
74502,2015-09-09 22:00:00,20.887225208994526
74511,2015-09-09 23:00:00,21.885065823648343
74520,2015-09-10 00:00:00,22.652412212773065
74529,2015-09-10 01:00:00,23.2745494308242
74538,2015-09-10 02:00:00,26.3726919902706
74547,2015-09-10 03:00:00,26.498894151777
74556,2015-09-10 04:00:00,26.6507311273394
74565,2015-09-10 05:00:00,28.024329913839598
74574,2015-09-10 06:00:00,28.26304042592508
74583,2015-09-10 07:00:00,28.329920998494234
74592,2015-09-10 08:00:00,27.549976303316345
74601,2015-09-10 09:00:00,27.270677335642212
74610,2015-09-10 10:00:00,24.247795961052546
74619,2015-09-10 11:00:00,23.719105308769556
74628,2015-09-10 12:00:00,23.36470948196989
74637,2015-09-10 13:00:00,23.383278289587366
74646,2015-09-10 14:00:00,23.043562228101745
74655,2015-09-10 15:00:00,22.87731936344378
74664,2015-09-10 16:00:00,23.004288378362144
74673,2015-09-10 17:00:00,21.80558694502601
74682,2015-09-10 18:00:00,21.490629293697076
74691,2015-09-10 19:00:00,21.705896001474944
74700,2015-09-10 20:00:00,21.14713374039552
74709,2015-09-10 21:00:00,20.705152298904533
74718,2015-09-10 22:00:00,22.27588718751477
74727,2015-09-10 23:00:00,21.892350931061667
74736,2015-09-11 00:00:00,22.725318062150258
74745,2015-09-11 01:00:00,23.31809574957319
74754,2015-09-11 02:00:00,27.51426284441782
74763,2015-09-11 03:00:00,27.688229018438825
74772,2015-09-11 04:00:00,28.23236628944782
74781,2015-09-11 05:00:00,29.508848568851274
74790,2015-09-11 06:00:00,29.72641583686493
74799,2015-09-11 07:00:00,29.402913247517347
74808,2015-09-11 08:00:00,28.77853024447408
74817,2015-09-11 09:00:00,28.172003970880077
74826,2015-09-11 10:00:00,25.927314483669587
74835,2015-09-11 11:00:00,25.514637797563136
74844,2015-09-11 12:00:00,25.208882387177333
74853,2015-09-11 13:00:00,24.956258963189654
74862,2015-09-11 14:00:00,23.999718882292726
74871,2015-09-11 15:00:00,23.85166139854629
74880,2015-09-11 16:00:00,23.425071800537623
74889,2015-09-11 17:00:00,22.725701488856224
74898,2015-09-11 18:00:00,22.522540109938134
74907,2015-09-11 19:00:00,22.758785736056666
74916,2015-09-11 20:00:00,22.070863450310544
74925,2015-09-11 21:00:00,22.160749625237656
74934,2015-09-11 22:00:00,23.132955425835455
74943,2015-09-11 23:00:00,23.133338852541435
74952,2015-09-12 00:00:00,23.028608586569113
74961,2015-09-12 01:00:00,23.011518710531767
74970,2015-09-12 02:00:00,23.55702536263349
74979,2015-09-12 03:00:00,23.28128678580049
74988,2015-09-12 04:00:00,22.721976772283966
74997,2015-09-12 05:00:00,22.189342302453934
75006,2015-09-12 06:00:00,21.88566835132912
75015,2015-09-12 07:00:00,21.982072780257642
75024,2015-09-12 08:00:00,21.984921092930534
75033,2015-09-12 09:00:00,22.153519293068
75042,2015-09-12 10:00:00,21.21582189600709
75051,2015-09-12 11:00:00,20.87911847292552
75060,2015-09-12 12:00:00,19.869994158067556
75069,2015-09-12 13:00:00,19.64185526801799
75078,2015-09-12 14:00:00,18.893077686510733
75087,2015-09-12 15:00:00,18.219068312666785
75096,2015-09-12 16:00:00,18.291042982900933
75105,2015-09-12 17:00:00,17.55431595500973
75114,2015-09-12 18:00:00,17.567242912525167
75123,2015-09-12 19:00:00,17.66819368668156
75132,2015-09-12 20:00:00,17.061831738818675
75141,2015-09-12 21:00:00,16.74095836116912
75150,2015-09-12 22:00:00,18.356828050595876
75159,2015-09-12 23:00:00,19.40593829336168
75168,2015-09-13 00:00:00,20.702796963425023
75177,2015-09-13 01:00:00,21.456394766378722
75186,2015-09-13 02:00:00,24.60323251748271
75195,2015-09-13 03:00:00,24.435127294538614
75204,2015-09-13 04:00:00,24.79231665876749
75213,2015-09-13 05:00:00,26.005807407905152
75222,2015-09-13 06:00:00,26.120232892014034
75231,2015-09-13 07:00:00,26.121164071157125
75240,2015-09-13 08:00:00,24.932212631201278
75249,2015-09-13 09:00:00,24.583787305965878
75258,2015-09-13 10:00:00,22.385163798715002
75267,2015-09-13 11:00:00,22.405978391324545
75276,2015-09-13 12:00:00,21.845244221471614
75285,2015-09-13 13:00:00,21.486302049444046
75294,2015-09-13 14:00:00,20.928306641776537
75303,2015-09-13 15:00:00,20.416158113093825
75312,2015-09-13 16:00:00,20.3312564853443
75321,2015-09-13 17:00:00,19.547532298350447
75330,2015-09-13 18:00:00,19.61046905337252
75339,2015-09-13 19:00:00,19.507984572392278
75348,2015-09-13 20:00:00,18.948838884606886
75357,2015-09-13 21:00:00,19.225727741557844
75366,2015-09-13 22:00:00,19.206392080528424
75375,2015-09-13 23:00:00,20.226635769859364
75384,2015-09-14 00:00:00,21.041965272473497
75393,2015-09-14 01:00:00,21.21571234551969
75402,2015-09-14 02:00:00,22.534042911117087
75411,2015-09-14 03:00:00,22.834868549568988
75420,2015-09-14 04:00:00,23.004671805068092
75429,2015-09-14 05:00:00,23.177761575189745
75438,2015-09-14 06:00:00,23.26972920937778
